text,video,start,end,Chunk_hate,Hate_Label
" So the guys have just, I guess, had to get this mindset like,",non_hate_video_256,423.9,428.0,0,0
" no more deals, it's off.",non_hate_video_256,428.0,430.0,0,0
" Like, you know, this is a game, we want to be nice,",non_hate_video_256,430.0,432.0,0,0
" but again, we're playing for a million bucks.",non_hate_video_256,432.0,434.0,0,0
" Like, screw these girls.",non_hate_video_256,434.0,436.0,0,0
 I went out crab hunting this morning and came back and found,non_hate_video_256,436.0,440.0,0,0
" six or eight of the girls in our shelter underneath our stuff,",non_hate_video_256,440.0,444.0,0,0
" sitting on our beds, you know, soaking beds, soaking wet, sitting by our fire.",non_hate_video_256,444.0,448.0,0,0
 I need to borrow your car right quick.,non_hate_video_256,448.1,449.74,0,0
 What kind of shit is that?,non_hate_video_256,449.84,451.84,0,0
" Most people want to borrow sugar, even ketchup.",non_hate_video_256,451.94,454.78,0,0
 You want to borrow my car?,non_hate_video_256,454.88,457.32,0,0
 Hell no.,non_hate_video_256,457.42,458.76,0,0
 The worst thing in the world to me is being wet and cold.,non_hate_video_256,458.86,462.46,0,0
 And it's been like that for a long time.,non_hate_video_256,462.56,465.7,0,0
 Crying is a waste of water.,non_hate_video_256,466.06,467.48,0,0
" Everyone's different, you know.",non_hate_video_256,469.62,470.78,0,0
" I mean, the women gets really quite feral and shocking, actually,",non_hate_video_256,470.78,476.3,0,0
 in a way that I'd never anticipated.,non_hate_video_256,476.44,478.38,0,0
" Put this back in the sea, shall we?",non_hate_video_256,478.7,480.34,0,0
 Put this back in the sea.,non_hate_video_256,480.46,481.78,0,0
 Erica starts throwing away some of the group's firewood.,non_hate_video_256,482.24,487.0,0,0
 She's lost her mind.,non_hate_video_256,487.0,489.0,0,0
 We'll put this back in the sea.,non_hate_video_256,489.0,490.0,0,0
 It's just bizarre.,non_hate_video_256,490.0,492.0,0,0
 What is going on?,non_hate_video_256,492.0,495.0,0,0
 She's now going to push some wood in the sea.,non_hate_video_256,495.0,498.0,0,0
" Oh, my god.",non_hate_video_256,501.0,502.0,0,0
 I am so fucking sorry.,non_hate_video_256,502.0,504.0,0,0
" One of the women on the island, which was,",non_hate_video_256,504.0,506.98,0,0
" because I can't afford to cry anymore, was dehydrating me.",non_hate_video_256,507.48,510.78,0,0
 I feel such a dick.,non_hate_video_256,513.12,514.64,0,0
 Why?,non_hate_video_256,514.8,515.06,0,0
 You're my hero.,non_hate_video_256,516.0,516.68,0,0
" Oh, thank you.",non_hate_video_256,518.44,519.56,0,0
" When they're tired and they're beaten up, they just crumble.",non_hate_video_256,521.2,523.8,0,0
" You know, however determined they are, they just can't do it.",non_hate_video_256,524.22,526.44,0,0
" We are a team here, aren't we?",non_hate_video_256,526.44,528.8,0,0
 Apart from Jane.,non_hate_video_256,528.8,530.64,0,0
 You know what?,non_hate_video_256,532.64,533.64,0,0
" We're dealing with hormonal, irrational women right now.",non_hate_video_256,533.64,537.56,0,0
 It's not even worth trying to negotiate.,non_hate_video_256,537.56,541.86,0,0
" And at this point, I'm done.",non_hate_video_256,541.86,543.86,0,0
 Every time we caught a fish it,non_hate_video_256,543.86,545.64,0,0
 was like a big hurrah like you know we know we can do something that the boys,non_hate_video_256,545.64,550.2,0,0
" have been doing every day. Stab a crocodile, gut it and then carry it out of",non_hate_video_256,550.2,556.2,0,0
 the jungle. With the glass ceiling broken all the oppressed groups shall prosper.,non_hate_video_256,556.2,562.08,0,0
" So me and Troy go over to the women's tribe,",non_hate_video_256,562.08,565.42,0,0
 and we propose that they let us use the net because they obviously don't know how to use the net.,non_hate_video_256,568.16,570.58,0,0
 So they go over.,non_hate_video_256,571.1,572.06,0,0
" Me and Troy go over, and we say,",non_hate_video_256,572.58,574.16,0,0
" listen, if you let us use the net,",non_hate_video_256,574.28,576.76,0,0
 we'll give you 50% of whatever we catch.,non_hate_video_256,576.86,579.32,0,0
" I'm just like, 50 fish?",non_hate_video_256,579.8,581.12,0,0
 That's enough.,non_hate_video_256,581.12,581.74,0,0
 Everybody can have three fish each in both tribes.,non_hate_video_256,581.98,584.78,0,0
 So Jonas doesn't have a suave way,non_hate_video_256,588.84,588.94,0,0
 about asking things.,non_hate_video_256,589.94,590.04,0,0
" What we want to do now, we're not pushing the issue.",non_hate_video_256,592.54,592.64,0,0
 What we're going to do is just let them fumble around,non_hate_video_256,594.74,594.84,0,0
 for a few more days and not catch fish.,non_hate_video_256,597.66,597.76,0,0
 And they'll come back.,non_hate_video_256,599.06,599.16,0,0
" And when they come back, the deal's different.",non_hate_video_256,600.92,601.02,0,0
 It's not 50-50 anymore because they're coming back to us.,non_hate_video_256,604.86,604.96,0,0
 The deal's different. It's not 50-50 anymore because they're coming back to us. The deal's more like...,non_hate_video_256,605.92,611.04,0,0
" Uh, is that all?",non_hate_video_256,611.84,614.32,0,0
" What do you mean is that all? What the hell, you want a hand job?",non_hate_video_256,616.96,618.88,0,0
" I want to fuck you up the ass. You could stick it up your own, asshole!",non_hate_video_256,622.8,624.72,0,0
 I would if I could.,non_hate_video_256,625.92,626.74,0,0
 Bitch.,non_hate_video_256,627.22,628.38,0,0
 Every day our number one priority is shelter.,non_hate_video_256,630.82,631.4,0,0
" And we're so overworking on our shelter and it's still just, it's not, we got rained on all night last night.",non_hate_video_256,638.82,639.1,0,0
 It's like every time we go to bed we dread it because we know we're just going to sitting there miserable soaking wet and cold until the Sun comes up. The girls came back over today they were they were absolutely freezing I mean I couldn't I couldn't,non_hate_video_256,649.18,654.16,0,0
 stop thinking about them last night because I just knew that they were,non_hate_video_256,654.16,658.18,0,0
 absolutely freezing to death and then they come over in the morning and they're absolutely frozen to death and it just,non_hate_video_256,658.18,666.72,0,0
 it it it it pisses me off and I just it's just not right and that was just I mean outright wrong,non_hate_video_256,666.72,676.96,0,0
 you shouldn't you just shouldn't do that as I want to help them as as much as I can because,non_hate_video_256,676.96,682.48,0,0
 that's what it is is being a man that's that's that's that's what is being can because that's what it is being a man.,non_hate_video_256,682.48,685.0,0,0
 That's what is being a gentleman.,non_hate_video_256,686.0,688.24,0,0
 That's what is being chivalrous.,non_hate_video_256,688.24,693.24,0,0
 Why the hell would you ever align with a bunch of girls?,non_hate_video_256,693.5,697.84,0,0
 But I think that's kind of a man thing to do,non_hate_video_256,697.84,699.72,0,0
 where we're really kind of like thinking it through,non_hate_video_256,699.72,701.84,0,0
 like systematically what we have to do.,non_hate_video_256,701.84,704.88,0,0
" Like, you know, the army or something. We're really kind of like thinking it through like systematically what we have to do, like",non_hate_video_256,704.88,705.94,0,0
 the army or something.,non_hate_video_256,705.94,706.94,0,0
 .,non_hate_video_258,19.9,20.0,0,0
 That necessary.,non_hate_video_259,6.92,7.0,0,0
 Pretend like you're talking to God.,non_hate_video_259,7.1,10.0,0,0
 He doesn't smell like nachos.,non_hate_video_259,10.1,12.04,0,0
 .,non_hate_video_260,19.18,19.2,0,0
 I'm gonna be,non_hate_video_261,13.02,2.0,0,0
 It's a guy or a girl singing a song.,non_hate_video_261,2.1,4.2,0,0
" Yeah, it's been so hard outside.",non_hate_video_261,4.3,8.6,0,0
" Before you go, I give you my favorite umbrella",non_hate_video_261,8.7,10.68,0,0
 that keeps you dry.,non_hate_video_261,10.78,12.92,0,0
 Can't tell.,non_hate_video_261,13.02,14.22,0,0
 Would you like to have a deep deep deep deep deep deep,non_hate_video_261,14.32,16.42,0,0
 Not that there's much of a difference these days.,non_hate_video_261,16.52,18.98,0,0
 I think that line was obliterated the day men started,non_hate_video_261,19.08,22.92,0,0
" saying, we're pregnant, and their wives were.",non_hate_video_261,23.02,26.6,0,0
 Thank you. Thank you.,non_hate_video_263,29.94,129.98,0,0
" Brent and Jen, UConn Police say after investigating the incident surrounding that video, two male",non_hate_video_264,0.64,6.32,0,0
 students are now facing charges.,non_hate_video_264,6.32,8.84,0,0
 But the NAACP chapter here at UConn says it's still on high alert.,non_hate_video_264,8.84,15.1,0,0
" This video has gone viral, but for all the wrong reasons.",non_hate_video_264,15.1,19.32,0,0
 It shows three men walking through the parking lot of the Charter Oak Apartments yelling,non_hate_video_264,19.32,24.06,0,0
 the N-word.,non_hate_video_264,24.06,25.16,0,0
 UConn police announcing tonight the arrest of two male students as a result.,non_hate_video_264,29.66,29.94,0,0
 21-year-old Jared Corral and 21-year-old Ryan Mukash.,non_hate_video_264,33.52,33.86,0,0
 Both scheduled to appear in Rockville Superior Court next Wednesday.,non_hate_video_264,37.44,37.72,0,0
 Police say a third male seen in the video did not participate.,non_hate_video_264,41.1,41.46,0,0
 UConn's NAACP chapter says they won't stand for such behavior. The chapter held a town hall on campus Monday night focusing on a list of demands they want to see from the,non_hate_video_264,46.42,51.66,0,0
 university. We want to see more diversity amongst the faculty. We want to see the university answer,non_hate_video_264,51.66,58.46,0,0
" incidents of racism with more promptness. Although arrests have been made, students say if the",non_hate_video_264,58.46,63.92,0,0
" university does not take further action, their silence will create a culture in",non_hate_video_264,63.92,68.46,0,0
 which racism is tolerated. It's good because it sets an example for everyone,non_hate_video_264,68.46,72.96,0,0
 on the UConn campus that there are repercussions for your actions and that,non_hate_video_264,72.96,76.52,0,0
 actions need to be taken in order to show that there's change being made.,non_hate_video_264,76.52,79.8,0,0
" Tonight's town hall, just one of many measures students are taking after the",non_hate_video_264,79.8,83.88,0,0
 video surfaced.,non_hate_video_264,83.88,85.18,0,0
" Just hours before, hundreds rallied on campus, marching to oppose racism in all forms.",non_hate_video_264,91.12,91.34,0,0
" New UConn President Thomas Katsalaus taking the bullhorn. If you're not for equality and respect, then I'm not for you.",non_hate_video_264,94.78,100.96,0,0
" I didn't think it was going to happen so fast, and I think that the gathering today did help. I don't think it was going to happen so fast and I think that the gathering",non_hate_video_264,101.08,105.44,0,0
 today did help. I don't think there was a sense of urgency before. I also would just like to see,non_hate_video_264,105.44,109.84,0,0
 more care from the whole entire student body.,non_hate_video_264,110.4,112.56,0,0
 And President Casaleas releasing a statement just a short time ago saying it is supportive,non_hate_video_264,115.6,121.04,0,0
 of our core values to pursue accountability through due process for an assault on our community that has caused considerable harm.,non_hate_video_264,121.04,128.4,0,0
" I'm grateful for the university's collective effort in responding to this incident, especially the hard work of the UConn Police Department, which has been investigating the case since it was reported.",non_hate_video_264,128.4,139.8,0,0
" For now, live in stores, Nia Maldonado, Fox 61 News.",non_hate_video_264,140.68,144.12,0,0
" Hi, everyone. Please come and visit the right stuff dot biz. Here you will be educated on some of the most serious issues facing our society today. Thank you and have a nice day.",non_hate_video_265,0.72,13.02,0,0
 She's not gonna fuck you bro.,non_hate_video_266,29.98,4.88,0,0
 Hope she sees this.,non_hate_video_266,4.88,7.88,0,0
 Does the ogamy check?,non_hate_video_266,7.88,11.62,0,0
 Does the ogamy check?,non_hate_video_266,11.62,12.38,0,0
 Thank you.,non_hate_video_266,12.38,13.38,0,0
 We have friends on us.,non_hate_video_266,13.38,14.38,0,0
 We all have a semi.,non_hate_video_266,14.38,15.38,0,0
 I'm gonna need you to not rush.,non_hate_video_266,15.38,16.38,0,0
 Thank you guys for coming.,non_hate_video_266,16.38,17.38,0,0
 We're done with the Q&A session.,non_hate_video_266,17.38,18.38,0,0
 Let him out just wait.,non_hate_video_266,18.38,19.38,0,0
 The gentleman says.,non_hate_video_266,19.38,20.38,0,0
 Let him out just wait.,non_hate_video_266,20.38,21.38,0,0
 Let him out just wait.,non_hate_video_266,21.38,22.38,0,0
 Let him out just wait.,non_hate_video_266,22.38,23.38,0,0
 Let him out just wait.,non_hate_video_266,23.38,24.38,0,0
" Let him out just wait. Let him out just wait. Let him out just wait. Let him out just wait. Alright, that's it for the Q&A session.",non_hate_video_266,24.38,33.32,0,0
 These yahoos.,non_hate_video_266,38.18,43.42,0,0
 Yahoo!,non_hate_video_266,44.54,44.98,0,0
" Fuck you, Dent Control. That's awesome. Sorry for these yahoos. These yahoos. Okay, okay. Yahoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo?-oooooooooooooooooooooooooooo? I was a lot of the last? I was a lot of the last? I was a lot of the last? I was a lot of the",non_hate_video_266,,69.834,0,0
 Thank you.,non_hate_video_267,29.56,49.98,0,0
" Hey, you say you in the wrong place.",non_hate_video_268,28.54,5.0,0,0
 I'm going to go to the house.,non_hate_video_268,5.0,7.0,0,0
 You're going to go to the house.,non_hate_video_268,7.0,9.0,0,0
 You're going to go to the house.,non_hate_video_268,9.0,11.0,0,0
 You're going to go to the house.,non_hate_video_268,11.0,14.0,0,0
 You're going to go to the house.,non_hate_video_268,14.0,17.0,0,0
 You're going to go to the house.,non_hate_video_268,17.0,19.0,0,0
 You're going to go to the house.,non_hate_video_268,19.0,22.0,0,0
 You're going to go to the house.,non_hate_video_268,22.0,24.0,0,0
" You're going to go to the house. You're going to go to the house. Hey, you in the wrong place saying the N word though. I got to go. Get out. You want to call the law on you and possibly remove you.",non_hate_video_268,24.0,65.22,0,0
" Lady, have the law on my family.",non_hate_video_268,65.46,67.2,0,0
 I don't give a s***.,non_hate_video_268,67.48,68.66,0,0
 No mama's no family.,non_hate_video_268,68.88,70.06,0,0
 Bring it.,non_hate_video_268,70.06,70.64,0,0
" Yeah, yeah, yeah.",non_hate_video_268,72.78,73.96,0,0
" Yeah, but she's not standing there.",non_hate_video_268,73.96,75.48,0,0
" Yeah, she's not standing there.",non_hate_video_268,75.6,77.56,0,0
 I don't care.,non_hate_video_268,77.7,78.2,0,0
 I don't care.,non_hate_video_268,78.2,79.7,0,0
 I don't care.,non_hate_video_268,79.7,79.72,0,0
 I don't care.,non_hate_video_268,79.72,80.0,0,0
 I don't care.,non_hate_video_268,80.22,82.14,0,0
 I don't care.,non_hate_video_268,82.14,82.5,0,0
 She wanted me to do that.,non_hate_video_268,82.5,84.24,0,0
" Oh, it's a bad kid, there's one under my head",non_hate_video_269,5.4,10.0,0,0
" I'm scared, I'm a great big razor in a pocket on my vest",non_hate_video_269,10.0,14.0,0,0
" I'm a car, a white man through the heart and a car into the hands",non_hate_video_269,14.0,19.0,0,0
" The white folks said I'm the worst old nigga that ever happened to the last I'm a nigga, nigga, baby, black face and shiny eyes",non_hate_video_269,19.0,30.42,0,0
 I'm just as good as a bull by track and that sweet by and by,non_hate_video_269,30.42,35.0,0,0
 I'm a black speaker that's born in that way of Indian rubber seat,non_hate_video_269,35.0,40.0,0,0
 And I'm done by all them colored tunes when they meet them on the street.,non_hate_video_269,40.52,45.0,0,0
" If you wanna go down the market street where all them darkies go,",non_hate_video_269,46.0,51.0,0,0
" Well, these teaches to go that way, the stones you'll have to throw.",non_hate_video_269,51.0,56.0,0,0
" Slide them all without stopping down into the gutter,",non_hate_video_269,56.0,61.0,0,0
 And every little nigga that carries a razor calls himself a cutter.,non_hate_video_269,61.0,67.0,0,0
" If you want an introduction, come out with me tonight.",non_hate_video_269,67.0,72.0,0,0
 I'll show you where an inkrow and an archman had a fight.,non_hate_video_269,72.0,77.0,0,0
" I'll show you where the inkrow's shot past his side to ride. Oh, the child's hatchery, I'm right Now they're shunned by all them",non_hate_video_269,77.0,85.16,0,0
 And they shunned by all them colored coons,non_hate_video_269,85.16,88.08,0,0
 But it meets them on the block,non_hate_video_269,88.08,90.46,0,0
" I said, little old Nick, baby",non_hate_video_269,90.46,93.84,0,0
 Black face and shiny eyes,non_hate_video_269,93.84,96.86,0,0
" I said, that's good edible",non_hate_video_269,96.86,98.56,0,0
 White trash and that sweet by and by,non_hate_video_269,98.56,101.54,0,0
 Black because of the whale,non_hate_video_269,101.54,104.6,0,0
 Into the upper feet And they'll tell you about all them colored coos.,non_hate_video_269,104.6,109.36,0,0
 With a leaf that's on the street.,non_hate_video_269,109.36,111.56,0,0
" Look at this shit, man.",non_hate_video_270,0.0,2.0,0,0
 Look at this shit.,non_hate_video_270,2.0,4.0,0,0
 Hey!,non_hate_video_270,4.0,6.0,0,0
 Take that shit.,non_hate_video_270,6.0,8.0,0,0
 Pull it!,non_hate_video_270,8.0,10.0,0,0
 Pull it!,non_hate_video_270,10.0,12.0,0,0
 Pull it!,non_hate_video_270,12.0,14.0,0,0
 Don't play.,non_hate_video_270,14.0,16.0,0,0
 Don't play.,non_hate_video_270,16.0,18.0,0,0
 There's shit going at it.,non_hate_video_270,18.0,20.0,0,0
" Man, man.",non_hate_video_270,20.0,22.0,0,0
 It ain't never that simple.,non_hate_video_270,22.0,24.0,0,0
" Man, just let go. never that simple. You have to let go man.",non_hate_video_270,24.0,25.0,0,0
 Grab the belt.,non_hate_video_270,25.0,26.0,0,0
 Man just let go.,non_hate_video_270,26.0,27.0,0,0
 You know what I'm saying?,non_hate_video_270,27.0,28.0,0,0
 Grab that shit.,non_hate_video_270,28.0,29.0,0,0
 Pull it!,non_hate_video_270,29.0,30.0,0,0
 You want snack?,non_hate_video_270,30.0,31.0,0,0
 Put your little snack.,non_hate_video_270,31.0,32.0,0,0
 No I ain't going to snack.,non_hate_video_270,32.0,33.0,0,0
 Don't count it.,non_hate_video_270,33.0,35.0,0,0
 Don't count it.,non_hate_video_270,35.0,36.0,0,0
 Don't count it.,non_hate_video_270,36.0,37.0,0,0
 Don't count it.,non_hate_video_270,37.0,38.0,0,0
 Don't count it.,non_hate_video_270,38.0,39.0,0,0
 This shit wild bruh.,non_hate_video_270,39.0,41.0,0,0
 What is you doing?,non_hate_video_270,41.0,43.0,0,0
 Whatever it is. Whatever it is. What is it? This shit wild bruh. Jell what are you doing?,non_hate_video_270,43.0,46.0,0,0
" Whatever it is, whatever it is, what is it? I wish I had my phone, I want a snack.",non_hate_video_270,48.0,50.0,0,0
" No, thank you.",non_hate_video_270,50.0,52.0,0,0
" No, no, no, no, no.",non_hate_video_270,52.0,54.0,0,0
 Goodness.,non_hate_video_270,54.0,56.0,0,0
" No, no.",non_hate_video_270,56.0,58.0,0,0
" Put it down, put it down.",non_hate_video_270,58.0,62.0,0,0
 Put it down.,non_hate_video_270,62.0,64.0,0,0
" Put it down, put it down, put it down. Put it down, put it down.",non_hate_video_270,64.0,65.0,0,0
 Put it down.,non_hate_video_270,65.0,66.0,0,0
" Hell yeah, I'm going to catch some off-fights in here.",non_hate_video_270,70.0,73.0,0,0
 I'm a dude right there.,non_hate_video_270,73.0,75.0,0,0
 No.,non_hate_video_270,75.0,76.0,0,0
 No.,non_hate_video_270,80.0,81.24,0,0
 Thank you.,non_hate_video_271,18.34,29.98,0,0
 Did they pull him out the car?,non_hate_video_272,29.98,6.14,0,0
 What the hell?,non_hate_video_272,11.6,13.28,0,0
 What is that?,non_hate_video_272,13.8,15.26,0,0
 The snow brush thingy?,non_hate_video_272,15.64,17.82,0,0
 What the f-,non_hate_video_272,,38.016,0,0
 Shhh! I'm sorry.,non_hate_video_273,29.9,30.946,0,0
 .,non_hate_video_274,25.6,25.8,0,0
" And do you think that the country will see the first, the United States will see the first gay president or the first woman president?",non_hate_video_275,0.08,4.6,0,0
" Well, we already have it with Obama, so let's just calm down.",non_hate_video_275,4.6,8.2,0,0
 Got it.,non_hate_video_275,8.2,9.2,0,0
 You know Michelle is a trans.,non_hate_video_275,9.2,12.6,0,0
" I'm sorry, she's a what?",non_hate_video_275,12.6,14.6,0,0
 A transgender. We all know this.,non_hate_video_275,14.6,17.6,0,0
 Oh my gosh.,non_hate_video_275,17.6,18.6,0,0
 Oh gosh. It's okay.,non_hate_video_275,18.6,20.6,0,0
 I know how you doing.,non_hate_video_276,,0.96,0,0
 How you going to try to talk about me?,non_hate_video_276,2.36,4.02,0,0
 Look at me.,non_hate_video_276,4.24,4.74,0,0
 I'm wearing Nike tech.,non_hate_video_276,4.9,5.8,0,0
 I got everything you wish you had.,non_hate_video_276,5.94,7.3,0,0
 Right?,non_hate_video_276,8.64,9.0,0,0
 Now playing with me.,non_hate_video_276,9.28,10.2,0,0
 Play.,non_hate_video_276,10.3,10.46,0,0
" Like, y'all niggas.",non_hate_video_276,10.56,11.2,0,0
 Y'all some lame niggas.,non_hate_video_276,11.44,12.5,0,0
 Insicure.,non_hate_video_276,12.58,13.08,0,0
 Broke-ass niggas.,non_hate_video_276,13.28,14.14,0,0
 Right?,non_hate_video_276,14.72,15.12,0,0
 Y'all want to be me.,non_hate_video_276,16.52,17.7,0,0
" Like, come on.",non_hate_video_276,17.88,18.48,0,0
 What is there to talk about?,non_hate_video_276,19.0,20.14,0,0
 I got Tim's on.,non_hate_video_276,20.64,21.72,0,0
 Tickle and throws.,non_hate_video_276,21.8,22.54,0,0
 I got my Nike techs on.,non_hate_video_276,23.44,24.98,0,0
" What is there to talk about? I got Tim's on, Tim's on, Tim's on, I got my Nike Tech's on.",non_hate_video_276,25.0,25.76,0,0
 What is there to talk about?,non_hate_video_276,26.74,29.38,0,0
" I got a low-face jacket, I should apply as fuck.",non_hate_video_276,32.2,32.44,0,0
 What is there to talk about?,non_hate_video_276,33.52,33.82,0,0
 Right?,non_hate_video_276,34.04,34.72,0,0
 Right?,non_hate_video_276,35.08,35.28,0,0
" You couldn't just leave me alone, right?",non_hate_video_276,36.78,37.6,0,0
 Right?,non_hate_video_276,37.86,38.7,0,0
" Same way, Hitler ain't leave y'all alone.",non_hate_video_276,41.0,42.38,0,0
" You couldn't leave me alone, right?",non_hate_video_276,43.64,44.08,0,0
" That's why Hitler killed y'all niggas. Come on, boy.",non_hate_video_276,46.0,48.0,0,0
 And y'all got killed by white niggas.,non_hate_video_276,48.0,50.0,0,0
" So next time you see a black niggas, think of me.",non_hate_video_276,50.0,52.0,0,0
" Hey, Hitler.",non_hate_video_276,52.0,54.0,0,0
 A superb drama about the importance of dignity and doing the right thing made by a company that runs sweatshops in China.,non_hate_video_277,0.0,8.7,0,0
" So, well you say you won't, but the companies you work for, I mean, unbelievable, Apple, Amazon, Disney.",non_hate_video_277,9.1,14.84,0,0
" If ISIS started a streaming service, you'd call your agent, wouldn't you?",non_hate_video_277,15.26,19.06,0,0
" So, if you do win an award tonight, don't use it as a platform to make a political speech, right?",non_hate_video_277,19.28,25.76,0,0
 You're in no position to lecture the public about anything.,non_hate_video_277,25.8,28.56,0,0
 You know nothing about the real world.,non_hate_video_277,28.84,30.42,0,0
 Most of you spent less time in school than Greta Thunberg.,non_hate_video_277,30.8,33.7,0,0
" So, if you win, right, come up, accept your little award, thank your agent and your God.",non_hate_video_277,33.9,39.84,0,0
 The,non_hate_video_278,15.52,4.0,0,0
 The,non_hate_video_278,4.0,15.54,0,0
 What we're going to use is going to be our drink of choice and the object of the challenge is to,non_hate_video_279,0.08,7.6,0,0
" drink out of this giant straw. All right, so let's see if I can do it. What the fuck?",non_hate_video_279,7.6,46.48,0,0
 This was dumb as hell.,non_hate_video_279,48.02,49.24,0,0
" Fuck this challenge, y'all.",non_hate_video_279,51.78,53.26,0,0
 Do not do it.,non_hate_video_279,54.48,55.7,0,0
 There's no arguing it.,non_hate_video_280,2.62,3.84,0,0
" Towson University's debate team wins, claiming an historic win.",non_hate_video_280,3.96,7.74,0,0
 They are the first all-black women's team to win the cross-examination debate association's national championship.,non_hate_video_280,8.18,14.78,0,0
 This morning we have two of the team members here.,non_hate_video_280,14.92,16.76,0,0
 We have Amina Ruffin and Corey Johnson both here to talk about the major victory.,non_hate_video_280,17.1,21.06,0,0
" Ladies, way to go.",non_hate_video_280,21.2,22.74,0,0
 Congratulations.,non_hate_video_280,23.14,23.42,0,0
 Thank you.,non_hate_video_280,23.42,23.98,0,0
 Thank you so much.,non_hate_video_280,23.98,24.8,0,0
 You've made so many people proud in,non_hate_video_280,24.8,26.44,0,0
" this area. Now we want to pick your brain a little bit as we admire your huge trophy, by the way.",non_hate_video_280,26.44,31.0,0,0
" That's ridiculous. But I'm going to ask you first. We'll start with you, Amina. What was the topic,",non_hate_video_280,31.06,34.96,0,0
 first of all? The topic was restricting presidential war powers authority. They say the niggas always,non_hate_video_280,35.08,39.82,0,0
 already queer. That's exactly the point. It means that the impact is that that is an impact turn,non_hate_video_280,39.82,44.18,0,0
 to the afraid that that it is the case turn to the affirmative because we we are saying that queer bodies are,non_hate_video_280,44.18,49.26,0,0
 not able to survive them necessarily means that the body of the nigga is not able to survive,non_hate_video_280,49.26,53.02,0,0
 um we got the topic in about July when we started doing our research then,non_hate_video_280,53.02,57.16,0,0
 when the nigga sees he's the subject that he can only uh envision himself that he does not see,non_hate_video_280,57.16,63.38,0,0
" another nigga that he can feel sympathy for or embrace, but rather that otherness gets obliterated.",non_hate_video_280,63.38,69.3,0,0
 We've been supplementing our research throughout the season.,non_hate_video_280,69.3,71.62,0,0
 So where do you go from there?,non_hate_video_280,82.44,84.16,0,0
" You know, when you start preparing for a national competition, once you know the topic, what's next?",non_hate_video_280,84.26,89.12,0,0
" Well, you do a lot of research.",non_hate_video_280,89.3,91.48,0,0
" The way that the status quo works is through whiteness, allowing, forcing other bodies to tell narrations of whiteness and the violences that whiteness does.",non_hate_video_280,91.48,101.02,0,0
 We say that that is the link that we will go for.,non_hate_video_280,101.4,103.02,0,0
" In order to prepare for it, because there are several different tournaments, and so being",non_hate_video_280,103.2,107.0,0,0
 able to transition through each tournament.,non_hate_video_280,107.0,110.0,0,0
" Capture, acceptance, acceptance, exposure to cultural representation of the white world,",non_hate_video_280,110.0,113.0,0,0
" the cultural, the white world, and such as the child, I-zone, and-",non_hate_video_280,113.0,115.0,0,0
 Able to respond to opponents' arguments.,non_hate_video_280,115.0,118.0,0,0
" Conceptual trauma as a way of browning, as racist, cultural fantasy, the cultural traffic",non_hate_video_280,118.0,121.0,0,0
" and images of the black, uh, men's homogenic objects-",non_hate_video_280,121.0,123.0,0,0
 So just a lot of preparation.,non_hate_video_280,123.0,127.0,0,0
 Reading of articles and books.,non_hate_video_280,127.0,134.0,0,0
" They only recreate what it means to be an authentic nigga because we are not allowed to read certain things or speak in a certain way because we are seen as not truly speaking, truly speaking to niggas, but it is a question of who even wrote, of who even wrote this shit.",non_hate_video_280,134.0,149.5,0,0
 All that good stuff.,non_hate_video_280,149.5,150.84,0,0
 Was there anything that threw you off during the competition?,non_hate_video_280,150.84,153.28,0,0
" You know, something that someone else said, another team that made you go?",non_hate_video_280,153.28,156.58,0,0
 Isn't it crazy that two days ago I went for the chill?,non_hate_video_280,156.58,158.98,0,0
 You know what I mean right now?,non_hate_video_280,158.98,160.84,0,0
" oh non sérieusement sérieusement sérieusement série. Sérieusement, sérieusement, sérieusement, purée.",non_hate_video_281,13.56,27.46,0,0
 Non mais la vérité.,non_hate_video_281,28.72,29.76,0,0
